,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,score
880,3k,sniff,8,2.079441542,7.73132013,6.16,3.39,2.464,11.0,6.0,3.0,6.329660065
881,3k,moose,4,1.386294361,8.487546753,5.22,1.73,2.088,2.0,16.0,14.0,6.331773377
882,3k,check,5,1.609437912,8.244096157,5.53,1.68,2.212,49.0,63.0,59.0,6.334048079
883,3k,pine,5,1.609437912,8.244096157,5.53,2.14,2.212,70.0,43.0,38.0,6.334048079
884,3k,tuck,6,1.791759469,8.045182537,5.79,2.12,2.316,0.0,1.0,3.0,6.338591269
885,3k,stew,14,2.63905733,7.120776844,6.95,3.44,2.78,8.0,11.0,9.0,6.340388422
886,lcnl,means,37,3.610917913,6.060472672,8.289175,3.31,3.31567,91.0,140.0,182.0,6.345906336
887,3k,peep,35,3.555348061,6.121099624,8.22,3.44,3.288,2.0,4.0,1.0,6.348549812
888,3k,shade,9,2.197224577,7.60281832,6.37,2.43,2.548,33.0,32.0,35.0,6.34940916
889,3k,ant,2,0.693147181,9.243773377,4.32,1.57,1.728,114.0,27.0,13.0,6.349886689
890,3k,tank,16,2.772588722,6.975093507,7.17,2.36,2.868,51.0,41.0,34.0,6.355546754
891,3k,wheat,10,2.302585093,7.487869534,6.53,2.46,2.612,89.0,34.0,26.0,6.355934767
892,lcnl,sled,3,1.098612289,8.80140916,4.89,1.88,1.956,17.0,21.0,26.0,6.35670458
893,3k,tray,7,1.945910149,7.877003467,6.05,1.81,2.42,3.0,13.0,10.0,6.358501734
894,3k,eve,5,1.609437912,8.244096157,5.603611,2.45,2.2414444,16.0,6.0,5.0,6.363492479
895,3k,main,10,2.302585093,7.487869534,6.55,1.64,2.62,21.0,54.0,94.0,6.363934767
896,3k,guard,8,2.079441542,7.73132013,6.25,2.07,2.5,29.0,48.0,31.0,6.365660065
897,3k,wig,5,1.609437912,8.244096157,5.63,2.22,2.252,4.0,3.0,3.0,6.374048079
898,3k,sheet,4,1.386294361,8.487546753,5.33,2.45,2.132,21.0,36.0,24.0,6.375773377
899,3k,heat,4,1.386294361,8.487546753,5.33,2.03,2.132,45.0,67.0,136.0,6.375773377
900,3k,puff,9,2.197224577,7.60281832,6.44,3.18,2.576,33.0,17.0,6.0,6.37740916
901,3k,hump,7,1.945910149,7.877003467,6.11,1.64,2.444,0.0,4.0,5.0,6.382501734
902,3k,yarn,10,2.302585093,7.487869534,6.61,2.66,2.644,16.0,11.0,10.0,6.387934767
903,3k,sail,9,2.197224577,7.60281832,6.47,2.7,2.588,45.0,35.0,43.0,6.38940916
904,3k,mark,9,2.197224577,7.60281832,6.477485,1.7,2.590994,263.0,177.0,138.0,6.39240316
905,3k,crack,8,2.079441542,7.73132013,6.33,3.38,2.532,17.0,42.0,37.0,6.397660065
906,3k,plain,17,2.833213344,6.908951778,7.37,3.04,2.948,15.0,35.0,48.0,6.402475889
907,3k,cart,7,1.945910149,7.877003467,6.16,2.32,2.464,34.0,32.0,24.0,6.402501734
908,3k,steal,7,1.945910149,7.877003467,6.17,2.09,2.468,14.0,14.0,16.0,6.406501734
909,lcnl,flap,15,2.708050201,7.045505317,7.21,3.07,2.884,2.0,7.0,5.0,6.406752659
910,3k,grade,5,1.609437912,8.244096157,5.72,1.36,2.288,48.0,41.0,36.0,6.410048079
911,3k,board,8,2.079441542,7.73132013,6.37,1.8,2.548,81.0,80.0,72.0,6.413660065
912,3k,sport,5,1.609437912,8.244096157,5.74,1.82,2.296,4.0,23.0,34.0,6.418048079
913,3k,warn,5,1.609437912,8.244096157,5.74,1.94,2.296,1.0,9.0,10.0,6.418048079
914,3k,east,12,2.48490665,7.288955913,6.94,3.56,2.776,38.0,55.0,74.0,6.420477957
915,3k,team,6,1.791759469,8.045182537,6.0,1.81,2.4,81.0,114.0,108.0,6.422591269
916,3k,slug,6,1.791759469,8.045182537,6.0,2.76,2.4,,,,6.422591269
917,3k,deal,6,1.791759469,8.045182537,6.0,2.06,2.4,14.0,35.0,59.0,6.422591269
918,3k,cheek,3,1.098612289,8.80140916,5.06,2.1,2.024,7.0,14.0,14.0,6.42470458
919,3k,speech,7,1.945910149,7.877003467,6.22,1.63,2.488,6.0,16.0,20.0,6.426501734
920,3k,brick,8,2.079441542,7.73132013,6.43,2.09,2.572,9.0,20.0,19.0,6.437660065
921,3k,bun,5,1.609437912,8.244096157,5.79,2.74,2.316,1.0,0.0,0.0,6.438048079
922,3k,shine,5,1.609437912,8.244096157,5.79,2.12,2.316,53.0,32.0,17.0,6.438048079
923,3k,bank,8,2.079441542,7.73132013,6.44,2.41,2.576,55.0,87.0,66.0,6.441660065
924,3k,fuss,4,1.386294361,8.487546753,5.5,1.86,2.2,40.0,14.0,9.0,6.443773377
925,3k,hell,3,1.098612289,8.80140916,5.11,1.88,2.044,0.0,11.0,16.0,6.44470458
926,3k,mix,3,1.098612289,8.80140916,5.11,1.71,2.044,24.0,8.0,9.0,6.44470458
927,3k,fetch,9,2.197224577,7.60281832,6.61,2.55,2.644,0.0,6.0,12.0,6.44540916
928,3k,crane,10,2.302585093,7.487869534,6.775881,2.18,2.7103524,3.0,10.0,10.0,6.454287167
929,3k,scoop,3,1.098612289,8.80140916,5.14,2.22,2.056,0.0,8.0,8.0,6.45670458
930,3k,grin,5,1.609437912,8.244096157,5.84,2.01,2.336,6.0,19.0,18.0,6.458048079
931,3k,coal,9,2.197224577,7.60281832,6.65,2.23,2.66,7.0,23.0,39.0,6.46140916
932,unl,ours,2,0.693147181,9.243773377,4.601853,2.05,1.8407412,8.0,14.0,14.0,6.462627889
933,3k,howl,4,1.386294361,8.487546753,5.55,1.85,2.22,10.0,8.0,10.0,6.463773377
934,3k,axe,6,1.791759469,8.045182537,6.11,1.49,2.444,0.0,3.0,8.0,6.466591269
935,3k,hiss,7,1.945910149,7.877003467,6.33,2.0,2.532,11.0,3.0,3.0,6.470501734
936,lcnl,chirp,2,0.693147181,9.243773377,4.63,1.71,1.852,,,,6.473886689
937,3k,kill,7,1.945910149,7.877003467,6.35,2.58,2.54,82.0,84.0,81.0,6.478501734
938,3k,sigh,15,2.708050201,7.045505317,7.39,2.35,2.956,6.0,15.0,18.0,6.478752659
939,3k,march,10,2.302585093,7.487869534,6.85048,2.41,2.740192,23.0,25.0,25.0,6.484126767
940,3k,tire,6,1.791759469,8.045182537,6.16,1.64,2.464,15.0,16.0,11.0,6.486591269
941,3k,slap,2,0.693147181,9.243773377,4.67,2.3,1.868,5.0,2.0,6.0,6.489886689
942,3k,glue,2,0.693147181,9.243773377,4.67,1.08,1.868,13.0,6.0,9.0,6.489886689
943,3k,soul,6,1.791759469,8.045182537,6.17,2.38,2.468,2.0,10.0,20.0,6.490591269
944,3k,curl,7,1.945910149,7.877003467,6.39,2.7,2.556,4.0,6.0,6.0,6.494501734
945,3k,beef,8,2.079441542,7.73132013,6.58,2.43,2.632,0.0,6.0,8.0,6.497660065
946,3k,press,7,1.945910149,7.877003467,6.4,2.89,2.56,5.0,10.0,14.0,6.498501734
947,3k,claw,2,0.693147181,9.243773377,4.7,2.2,1.88,6.0,4.0,2.0,6.501886689
948,3k,brake,5,1.609437912,8.244096157,5.95,2.22,2.38,3.0,6.0,4.0,6.502048079
949,3k,quit,3,1.098612289,8.80140916,5.26,2.18,2.104,22.0,38.0,26.0,6.50470458
950,3k,sale,9,2.197224577,7.60281832,6.76,1.89,2.704,27.0,21.0,9.0,6.50540916
951,lcnl,ox,2,0.693147181,9.243773377,4.72,1.96,1.888,27.0,16.0,13.0,6.509886689
952,3k,rob,13,2.564949357,7.201628967,7.28,2.78,2.912,102.0,10.0,8.0,6.512814484
953,3k,wise,9,2.197224577,7.60281832,6.79,2.55,2.716,106.0,47.0,40.0,6.51740916
954,3k,dare,8,2.079441542,7.73132013,6.63,2.22,2.652,12.0,19.0,26.0,6.517660065
955,3k,swamp,21,3.044522438,6.678412627,7.95,2.31,3.18,13.0,21.0,13.0,6.519206314
956,3k,seek,10,2.302585093,7.487869534,6.94,2.31,2.776,5.0,3.0,9.0,6.519934767
957,lcnl,bored,6,1.791759469,8.045182537,6.25,1.68,2.5,6.0,14.0,18.0,6.522591269
958,3k,snort,14,2.63905733,7.120776844,7.42,3.64,2.968,0.0,1.0,3.0,6.528388422
959,3k,spill,1,0.0,10.0,3.84,1.64,1.536,5.0,5.0,4.0,6.536
960,3k,mask,2,0.693147181,9.243773377,4.8,2.46,1.92,28.0,17.0,16.0,6.541886689
961,3k,spoil,6,1.791759469,8.045182537,6.3,1.72,2.52,5.0,11.0,13.0,6.542591269
962,3k,crowd,11,2.397895273,7.383885708,7.14,2.75,2.856,24.0,78.0,82.0,6.547942854
963,3k,jeep,6,1.791759469,8.045182537,6.32,3.0,2.528,6.0,7.0,5.0,6.550591269
964,3k,rise,8,2.079441542,7.73132013,6.72,2.85,2.688,2.0,24.0,37.0,6.553660065
965,3k,camp,4,1.386294361,8.487546753,5.78,1.73,2.312,62.0,80.0,88.0,6.555773376
966,3k,bare,4,1.386294361,8.487546753,5.78,2.86,2.312,13.0,26.0,37.0,6.555773376
967,lcnl,stomp,4,1.386294361,8.487546753,5.79,1.72,2.316,,,,6.559773377
968,lcnl,month,4,1.386294361,8.487546753,5.79,1.51,2.316,18.0,50.0,55.0,6.559773377
969,3k,chomp,5,1.609437912,8.244096157,6.11,2.21,2.444,,,,6.566048079
970,3k,shore,9,2.197224577,7.60281832,6.925079,2.04,2.7700316,53.0,59.0,67.0,6.57144076
971,3k,score,4,1.386294361,8.487546753,5.83,1.54,2.332,10.0,7.0,12.0,6.575773377
972,lcnl,rid,8,2.079441542,7.73132013,6.79,2.3,2.716,37.0,35.0,30.0,6.581660065
973,3k,melt,3,1.098612289,8.80140916,5.47,2.09,2.188,16.0,13.0,10.0,6.58870458
974,3k,sleeve,2,0.693147181,9.243773377,4.94,2.13,1.976,3.0,11.0,10.0,6.597886689
975,3k,spend,6,1.791759469,8.045182537,6.44,2.5,2.576,28.0,50.0,61.0,6.598591269
976,3k,lump,4,1.386294361,8.487546753,5.89,2.38,2.356,8.0,15.0,11.0,6.599773377
977,3k,hatch,9,2.197224577,7.60281832,7.0,3.03,2.8,18.0,13.0,14.0,6.60140916
978,3k,throne,11,2.397895273,7.383885708,7.28,2.32,2.912,3.0,4.0,8.0,6.603942854
979,3k,strength,5,1.609437912,8.244096157,6.21,2.53,2.484,6.0,18.0,33.0,6.606048079
980,3k,guest,5,1.609437912,8.244096157,6.21,3.17,2.484,0.0,9.0,11.0,6.606048079
981,3k,art,5,1.609437912,8.244096157,6.21,2.32,2.484,41.0,25.0,38.0,6.606048079
982,3k,scrape,5,1.609437912,8.244096157,6.21,2.94,2.484,1.0,6.0,5.0,6.606048079
983,3k,ditch,5,1.609437912,8.244096157,6.22,2.16,2.488,11.0,8.0,13.0,6.610048079
984,3k,grand,7,1.945910149,7.877003467,6.68,2.31,2.672,17.0,15.0,25.0,6.610501734
985,3k,stream,6,1.791759469,8.045182537,6.47,2.59,2.588,24.0,75.0,75.0,6.610591269
986,3k,trot,11,2.397895273,7.383885708,7.3,2.23,2.92,3.0,4.0,4.0,6.611942854
987,3k,toot,3,1.098612289,8.80140916,5.53,3.42,2.212,,,,6.61270458
988,lcnl,snore,4,1.386294361,8.487546753,5.94,2.04,2.376,,,,6.619773376
989,3k,bathe,2,0.693147181,9.243773377,5.0,2.11,2.0,0.0,2.0,3.0,6.621886689
990,3k,pour,2,0.693147181,9.243773377,5.0,1.88,2.0,5.0,10.0,10.0,6.621886689
991,3k,self,2,0.693147181,9.243773377,5.0,1.89,2.0,7.0,3.0,3.0,6.621886689
992,3k,sponge,2,0.693147181,9.243773377,5.0,2.05,2.0,1.0,1.0,2.0,6.621886689
993,3k,test,5,1.609437912,8.244096157,6.26,1.45,2.504,40.0,55.0,58.0,6.626048079
994,3k,stir,3,1.098612289,8.80140916,5.58,3.29,2.232,3.0,6.0,9.0,6.63270458
995,3k,map,3,1.098612289,8.80140916,5.6,2.06,2.24,91.0,74.0,106.0,6.64070458
996,3k,itch,2,0.693147181,9.243773377,5.05,1.08,2.02,6.0,2.0,3.0,6.641886689
997,3k,shame,6,1.791759469,8.045182537,6.55,2.37,2.62,10.0,10.0,14.0,6.642591269
998,3k,fail,4,1.386294361,8.487546753,6.0,1.61,2.4,1.0,4.0,4.0,6.643773377
999,3k,steer,4,1.386294361,8.487546753,6.0,1.63,2.4,3.0,4.0,9.0,6.643773377
1000,3k,rub,4,1.386294361,8.487546753,6.0,2.89,2.4,31.0,17.0,16.0,6.643773377
1001,3k,breathe,1,0.0,10.0,4.11,1.88,1.644,30.0,37.0,39.0,6.644
1002,lcnl,mashed,3,1.098612289,8.80140916,5.61,2.73,2.244,1.0,1.0,2.0,6.64470458
1003,3k,rude,9,2.197224577,7.60281832,7.11,2.51,2.844,3.0,5.0,4.0,6.64540916
1004,3k,bunk,3,1.098612289,8.80140916,5.62,2.52,2.248,0.0,8.0,7.0,6.64870458
1005,3k,type,6,1.791759469,8.045182537,6.58,2.46,2.632,2.0,19.0,25.0,6.654591269
1006,3k,lane,8,2.079441542,7.73132013,7.0,2.85,2.8,8.0,9.0,12.0,6.665660065
1007,3k,net,8,2.079441542,7.73132013,7.0,2.9,2.8,34.0,28.0,28.0,6.665660065
1008,3k,cost,3,1.098612289,8.80140916,5.67,1.88,2.268,30.0,23.0,24.0,6.66870458
1009,3k,chance,14,2.63905733,7.120776844,7.78,2.1,3.112,51.0,90.0,100.0,6.672388422
1010,3k,snug,5,1.609437912,8.244096157,6.38,2.7,2.552,6.0,8.0,4.0,6.674048079
1011,3k,oil,10,2.302585093,7.487869534,7.33,2.63,2.932,48.0,58.0,79.0,6.675934767
1012,3k,state,5,1.609437912,8.244096157,6.39,2.59,2.556,29.0,57.0,96.0,6.678048079
1013,3k,bench,1,0.0,10.0,4.21,1.81,1.684,55.0,30.0,29.0,6.684
1014,lcnl,yap,14,2.63905733,7.120776844,7.83,2.31,3.132,,,,6.692388422
1015,lcnl,strings,3,1.098612289,8.80140916,5.74,2.26,2.296,5.0,10.0,13.0,6.69670458
1016,3k,beast,3,1.098612289,8.80140916,5.74,2.79,2.296,26.0,13.0,12.0,6.69670458
1017,3k,bar,7,1.945910149,7.877003467,6.9,2.62,2.76,39.0,28.0,34.0,6.698501734
1018,3k,gross,2,0.693147181,9.243773377,5.21,2.92,2.084,2.0,0.0,1.0,6.705886689
1019,lcnl,ropes,2,0.693147181,9.243773377,5.21,1.65,2.084,14.0,20.0,13.0,6.705886689
1020,3k,whack,4,1.386294361,8.487546753,6.16,3.48,2.464,,,,6.707773377
1021,3k,chain,2,0.693147181,9.243773377,5.22,2.13,2.088,15.0,19.0,24.0,6.709886689
1022,3k,blade,6,1.791759469,8.045182537,6.72,1.99,2.688,7.0,6.0,9.0,6.710591269
1023,3k,slip,4,1.386294361,8.487546753,6.17,2.6,2.468,13.0,21.0,23.0,6.711773377
1024,3k,bleed,1,0.0,10.0,4.28,1.56,1.712,1.0,1.0,1.0,6.712
1025,3k,fry,3,1.098612289,8.80140916,5.79,1.69,2.316,9.0,4.0,4.0,6.71670458
1026,lcnl,peek,3,1.098612289,8.80140916,5.79,3.01,2.316,49.0,11.0,4.0,6.71670458
1027,3k,log,6,1.791759469,8.045182537,6.74,3.18,2.696,53.0,51.0,42.0,6.718591269
1028,lcnl,purr,2,0.693147181,9.243773377,5.25,2.53,2.1,5.0,3.0,2.0,6.721886689
1029,3k,card,4,1.386294361,8.487546753,6.2,2.26,2.48,53.0,45.0,28.0,6.723773377
1030,3k,spike,11,2.397895273,7.383885708,7.58,3.67,3.032,0.0,9.0,6.0,6.723942854
1031,lcnl,slurp,6,1.791759469,8.045182537,6.76,3.11,2.704,,,,6.726591269
1032,3k,fog,4,1.386294361,8.487546753,6.21,2.2,2.484,26.0,27.0,27.0,6.727773377
1033,3k,tune,9,2.197224577,7.60281832,7.32,3.07,2.928,9.0,13.0,18.0,6.72940916
1034,3k,sneak,3,1.098612289,8.80140916,5.83,2.53,2.332,4.0,4.0,8.0,6.73270458
1035,3k,lean,8,2.079441542,7.73132013,7.17,2.66,2.868,1.0,11.0,13.0,6.733660065
1036,3k,tin,6,1.791759469,8.045182537,6.79,2.32,2.716,32.0,19.0,28.0,6.738591269
1037,3k,pouch,5,1.609437912,8.244096157,6.56,2.41,2.624,26.0,14.0,7.0,6.746048079
1038,3k,calm,4,1.386294361,8.487546753,6.26,2.18,2.504,4.0,24.0,35.0,6.747773377
1039,3k,age,1,0.0,10.0,4.38,1.36,1.752,29.0,62.0,91.0,6.752
1040,3k,pearl,4,1.386294361,8.487546753,6.275002,2.1,2.5100008,0.0,12.0,8.0,6.753774177
1041,3k,hers,1,0.0,10.0,4.388713,1.48,1.7554852,10.0,15.0,12.0,6.7554852
1042,lcnl,twig,4,1.386294361,8.487546753,6.28,3.03,2.512,3.0,4.0,5.0,6.755773377
1043,3k,chip,3,1.098612289,8.80140916,5.89,2.35,2.356,57.0,12.0,17.0,6.75670458
1044,3k,ape,3,1.098612289,8.80140916,5.89,2.64,2.356,19.0,11.0,2.0,6.75670458
1045,3k,silk,9,2.197224577,7.60281832,7.39,2.5,2.956,8.0,14.0,18.0,6.75740916
1046,3k,boil,5,1.609437912,8.244096157,6.6,1.79,2.64,0.0,4.0,4.0,6.762048079
1047,3k,fifth,2,0.693147181,9.243773377,5.3585,2.32,2.1434,11.0,16.0,20.0,6.765286689
1048,3k,sixth,2,0.693147181,9.243773377,5.3585,1.97,2.1434,5.0,12.0,10.0,6.765286689
1049,3k,tape,1,0.0,10.0,4.42,1.43,1.768,51.0,27.0,15.0,6.768
1050,3k,sauce,2,0.693147181,9.243773377,5.37,2.24,2.148,1.0,3.0,4.0,6.769886689
1051,3k,death,2,0.693147181,9.243773377,5.37,1.8,2.148,15.0,44.0,79.0,6.769886689
1052,3k,chess,2,0.693147181,9.243773377,5.37,2.03,2.148,0.0,1.0,2.0,6.769886689
1053,3k,steak,5,1.609437912,8.244096157,6.63,1.57,2.652,5.0,9.0,6.0,6.774048079
1054,3k,patch,8,2.079441542,7.73132013,7.28,2.63,2.912,22.0,31.0,21.0,6.777660065
1055,3k,lid,3,1.098612289,8.80140916,5.95,3.09,2.38,16.0,14.0,13.0,6.78070458
1056,3k,speck,19,2.944438979,6.78760412,8.48,3.61,3.392,4.0,5.0,3.0,6.78580206
1057,3k,seal,2,0.693147181,9.243773377,5.42,1.87,2.168,49.0,24.0,16.0,6.789886689
1058,3k,beak,2,0.693147181,9.243773377,5.42,2.73,2.168,6.0,7.0,9.0,6.789886689
1059,3k,screech,15,2.708050201,7.045505317,8.17,2.96,3.268,0.0,3.0,5.0,6.790752659
1060,3k,fault,6,1.791759469,8.045182537,6.94,2.84,2.776,8.0,28.0,31.0,6.798591269
1061,3k,palm,3,1.098612289,8.80140916,6.0,2.83,2.4,2.0,22.0,33.0,6.80070458
1062,3k,spy,13,2.564949357,7.201628967,8.0,2.81,3.2,3.0,8.0,10.0,6.800814484
1063,3k,charge,9,2.197224577,7.60281832,7.5,3.2,3.0,21.0,25.0,38.0,6.80140916
1064,3k,stretch,2,0.693147181,9.243773377,5.47,2.17,2.188,11.0,16.0,27.0,6.809886689
1065,3k,base,4,1.386294361,8.487546753,6.42,2.57,2.568,20.0,26.0,31.0,6.811773377
1066,3k,bib,1,0.0,10.0,4.53,4.25,1.812,,,,6.812
1067,3k,wag,1,0.0,10.0,4.53,1.9,1.812,3.0,3.0,1.0,6.812
1068,3k,swap,9,2.197224577,7.60281832,7.53,3.36,3.012,15.0,4.0,5.0,6.81340916
1069,3k,bill,4,1.386294361,8.487546753,6.4242,2.07,2.56968,442.0,263.0,117.0,6.813453377
1070,3k,clerk,5,1.609437912,8.244096157,6.74,2.6,2.696,13.0,11.0,10.0,6.818048079
1071,lcnl,neigh,7,1.945910149,7.877003467,7.2,3.73,2.88,,,,6.818501734
1072,3k,peel,3,1.098612289,8.80140916,6.05,2.41,2.42,1.0,4.0,5.0,6.82070458
1073,3k,pinch,2,0.693147181,9.243773377,5.5,2.28,2.2,6.0,4.0,4.0,6.821886689
1074,3k,blind,6,1.791759469,8.045182537,7.0,2.6,2.8,19.0,35.0,36.0,6.822591269
1075,3k,loose,10,2.302585093,7.487869534,7.71,3.64,3.084,18.0,40.0,51.0,6.827934767
1076,3k,fist,1,0.0,10.0,4.58,1.64,1.832,4.0,18.0,16.0,6.832
1077,3k,trunk,15,2.708050201,7.045505317,8.3,3.11,3.32,19.0,33.0,32.0,6.842752659
1078,3k,waste,4,1.386294361,8.487546753,6.5,1.69,2.6,9.0,23.0,24.0,6.843773377
1079,3k,load,10,2.302585093,7.487869534,7.78,2.39,3.112,10.0,25.0,27.0,6.855934767
1080,3k,bob,3,1.098612289,8.80140916,6.157775,1.97,2.46311,281.0,91.0,66.0,6.86381458
1081,3k,weird,2,0.693147181,9.243773377,5.61,1.75,2.244,2.0,8.0,11.0,6.865886689
1082,3k,plow,6,1.791759469,8.045182537,7.11,2.3,2.844,1.0,17.0,13.0,6.866591269
1083,lcnl,fridge,1,0.0,10.0,4.67,1.33,1.868,,,,6.868
1084,3k,bounce,3,1.098612289,8.80140916,6.17,4.9,2.468,5.0,11.0,14.0,6.86870458
1085,3k,nod,2,0.693147181,9.243773377,5.62,2.91,2.248,3.0,7.0,5.0,6.869886689
1086,3k,pork,2,0.693147181,9.243773377,5.63,1.95,2.252,2.0,5.0,2.0,6.873886689
1087,3k,male,2,0.693147181,9.243773377,5.63,2.17,2.252,2.0,9.0,16.0,6.873886689
1088,3k,fool,8,2.079441542,7.73132013,7.56,3.05,3.024,33.0,44.0,37.0,6.889660065
1089,lcnl,poof,2,0.693147181,9.243773377,5.67,2.38,2.268,,,,6.889886689
1090,3k,serve,6,1.791759469,8.045182537,7.17,2.12,2.868,4.0,11.0,12.0,6.890591269
1091,3k,dough,4,1.386294361,8.487546753,6.63,2.91,2.652,22.0,14.0,5.0,6.895773376
1092,3k,dove,4,1.386294361,8.487546753,6.63,2.22,2.652,23.0,14.0,9.0,6.895773376
1093,3k,slam,5,1.609437912,8.244096157,6.94,1.95,2.776,7.0,5.0,4.0,6.898048079
1094,3k,duke,10,2.302585093,7.487869534,7.89,2.96,3.156,0.0,8.0,12.0,6.899934767
1095,3k,match,2,0.693147181,9.243773377,5.72,1.87,2.288,41.0,47.0,34.0,6.909886689
1096,3k,hound,2,0.693147181,9.243773377,5.74,1.97,2.296,19.0,13.0,8.0,6.917886688
1097,3k,cane,2,0.693147181,9.243773377,5.74,1.97,2.296,53.0,13.0,11.0,6.917886688
1098,3k,feast,9,2.197224577,7.60281832,7.81,3.91,3.124,3.0,17.0,17.0,6.92540916
1099,3k,mile,8,2.079441542,7.73132013,7.65,2.21,3.06,8.0,27.0,37.0,6.925660065
1100,3k,peace,3,1.098612289,8.80140916,6.32,2.52,2.528,7.0,17.0,30.0,6.92870458
1101,3k,raise,4,1.386294361,8.487546753,6.72,2.72,2.688,13.0,31.0,45.0,6.931773377
1102,3k,war,8,2.079441542,7.73132013,7.67,1.75,3.068,40.0,66.0,83.0,6.933660065
1103,3k,rash,2,0.693147181,9.243773377,5.78,2.1,2.312,10.0,1.0,1.0,6.933886688
1104,3k,mush,2,0.693147181,9.243773377,5.78,3.44,2.312,2.0,0.0,2.0,6.933886688
1105,lcnl,fudge,2,0.693147181,9.243773377,5.78,3.25,2.312,6.0,8.0,4.0,6.933886688
1106,lcnl,smooch,4,1.386294361,8.487546753,6.74,3.26,2.696,,,,6.939773377
1107,3k,spray,2,0.693147181,9.243773377,5.8,1.79,2.32,5.0,6.0,11.0,6.941886689
1108,3k,robe,3,1.098612289,8.80140916,6.38,2.91,2.552,4.0,9.0,10.0,6.95270458
1109,3k,burst,8,2.079441542,7.73132013,7.72,2.7,3.088,8.0,29.0,37.0,6.953660065
1110,unl,clack,27,3.295836866,6.40422748,9.38,3.54,3.752,,,,6.95411374
1111,3k,shed,6,1.791759469,8.045182537,7.33,2.35,2.932,25.0,22.0,28.0,6.954591269
1112,lcnl,mars,7,1.945910149,7.877003467,7.543185,1.73,3.017274,0.0,11.0,13.0,6.955775734
1113,3k,tear,1,0.0,10.0,4.89,1.97,1.956,21.0,18.0,20.0,6.956
1114,3k,worth,5,1.609437912,8.244096157,7.084934,2.87,2.8339736,18.0,31.0,42.0,6.956021679
1115,3k,wand,3,1.098612289,8.80140916,6.39,3.27,2.556,5.0,2.0,2.0,6.95670458
1116,3k,trade,3,1.098612289,8.80140916,6.42,3.47,2.568,54.0,27.0,29.0,6.96870458
1117,3k,stump,7,1.945910149,7.877003467,7.58,2.61,3.032,6.0,8.0,8.0,6.970501734
1118,3k,lace,3,1.098612289,8.80140916,6.44,2.75,2.576,1.0,5.0,5.0,6.97670458
1119,3k,poke,1,0.0,10.0,4.95,2.37,1.98,1.0,3.0,5.0,6.98
1120,3k,crown,8,2.079441542,7.73132013,7.8,3.35,3.12,7.0,8.0,8.0,6.985660065
1121,3k,scent,2,0.693147181,9.243773377,5.94,2.01,2.376,0.0,3.0,8.0,6.997886688
1122,3k,wrist,2,0.693147181,9.243773377,5.94,2.44,2.376,5.0,11.0,9.0,6.997886688
1123,3k,smack,2,0.693147181,9.243773377,5.94,5.16,2.376,3.0,3.0,2.0,6.997886688
1124,3k,coach,4,1.386294361,8.487546753,6.89,2.0,2.756,47.0,61.0,35.0,6.999773377
1125,3k,flour,4,1.386294361,8.487546753,6.89,2.33,2.756,56.0,18.0,12.0,6.999773377
1126,3k,loss,1,0.0,10.0,5.0,2.38,2.0,1.0,3.0,9.0,7.0
1127,3k,prove,8,2.079441542,7.73132013,7.84,2.59,3.136,7.0,17.0,20.0,7.001660065
1128,3k,crust,2,0.693147181,9.243773377,5.95,1.9,2.38,0.0,4.0,7.0,7.001886689
1129,3k,aisle,2,0.693147181,9.243773377,5.95,1.54,2.38,3.0,7.0,10.0,7.001886689
1130,3k,cape,4,1.386294361,8.487546753,6.903765,4.52,2.761506,39.0,13.0,9.0,7.005279377
1131,3k,thorn,2,0.693147181,9.243773377,5.965949,1.36,2.3863796,3.0,4.0,8.0,7.008266289
1132,3k,crisp,5,1.609437912,8.244096157,7.22,2.84,2.888,1.0,1.0,3.0,7.010048079
1133,3k,steel,7,1.945910149,7.877003467,7.68,2.45,3.072,19.0,22.0,32.0,7.010501734
1134,lcnl,pains,3,1.098612289,8.80140916,6.53077,2.28,2.612308,2.0,1.0,3.0,7.01301258
1135,3k,cast,5,1.609437912,8.244096157,7.24,3.16,2.896,4.0,11.0,20.0,7.018048079
1136,3k,cab,4,1.386294361,8.487546753,6.94,2.86,2.776,9.0,9.0,8.0,7.019773377
1137,3k,trust,3,1.098612289,8.80140916,6.55,2.39,2.62,12.0,22.0,21.0,7.02070458
1138,lcnl,scoot,2,0.693147181,9.243773377,6.0,2.54,2.4,,,,7.021886689
1139,3k,odd,2,0.693147181,9.243773377,6.0,2.0,2.4,11.0,23.0,30.0,7.021886689
1140,3k,trim,4,1.386294361,8.487546753,6.95,2.37,2.78,2.0,3.0,2.0,7.023773376
1141,3k,bulb,3,1.098612289,8.80140916,6.56,2.23,2.624,5.0,7.0,11.0,7.02470458
1142,3k,wine,8,2.079441542,7.73132013,7.9,2.95,3.16,2.0,11.0,16.0,7.025660065
1143,lcnl,zoom,13,2.564949357,7.201628967,8.57,3.3,3.428,13.0,4.0,3.0,7.028814484
1144,3k,mood,3,1.098612289,8.80140916,6.58,2.87,2.632,3.0,8.0,16.0,7.03270458
1145,3k,faint,6,1.791759469,8.045182537,7.53,2.12,3.012,4.0,9.0,21.0,7.034591269
